id,jour,ordre histoires,ordre conditions,histoire,condition,type,reponse donnee,reponse attendue,evaluation,orthographe,transcription,reponse phonetique,distance,mot le plus proche,transcription,distance
7,1,s 1320,c 1023,0,3,vehicule,Melare,Sonistik,False,Soldave,z_o_l_d_a_v_@,z_o_n_i_s_t_i_k,6.714285714285714,Soltete,z_o_l_t_e_t_@,3.2857142857142856
7,1,s 1320,c 1023,0,3,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
8,1,s 0132,c 0231,0,0,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
8,1,s 0132,c 0231,0,0,vehicule,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0,Sonistik,z_o_n_i_s_t_i_k,0.0
8,1,s 0132,c 0231,0,0,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
9,1,s 3210,c 2031,0,1,maison,Keimase,Keimase,True,Kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
9,1,s 3210,c 2031,0,1,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
9,1,s 3210,c 2031,0,1,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
10,1,s 1203,c 1230,0,3,maison,Keimase,Keimase,True,kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
10,1,s 1203,c 1230,0,3,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
10,1,s 1203,c 1230,0,3,personnage,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
11,1,s 3120,c 2301,0,1,maison,Keimase,Keimase,True,Kaimate,k_aI_m_a_t_@,k_aI_m_a_s_@,0.7142857142857143,Keimase,k_aI_m_a_s_@,0.7142857142857143
11,1,s 3120,c 2301,0,1,vehicule,Sonistik,Sonistik,True,Solidete,z_o_l_i_d_e_t_@,z_o_n_i_s_t_i_k,4.571428571428571,Soltete,z_o_l_t_e_t_@,1.7142857142857144
11,1,s 3120,c 2301,0,1,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
12,1,s 2130,c 1032,0,2,maison,Keimase,Keimase,True,Kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
12,1,s 2130,c 1032,0,2,vehicule,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0,Sonistik,z_o_n_i_s_t_i_k,0.0
12,1,s 2130,c 1032,0,2,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
13,1,s 1023,c 1320,0,3,maison,Tereinat,Keimase,False,,,k_aI_m_a_s_@,10,,,10
13,1,s 1023,c 1320,0,3,vehicule,Sonistik,Sonistik,True,Soniste,z_o_n_i_s_t_@,z_o_n_i_s_t_i_k,1.7142857142857144,Sonistik,z_o_n_i_s_t_i_k,1.7142857142857144
13,1,s 1023,c 1320,0,3,personnage,Soltete,Mielbete,False,,,m_i_l_b_e_t_@,10,,,10
14,1,s 3102,c 2310,0,1,maison,Sonistik,Keimase,False,Sunestik,z_u_n_@_s_t_i_k,k_aI_m_a_s_@,7.428571428571429,Sonistik,z_o_n_i_s_t_i_k,1.4285714285714286
14,1,s 3102,c 2310,0,1,vehicule,Keimase,Sonistik,False,Kalmare,k_a_l_m_a_r_@,z_o_n_i_s_t_i_k,9.571428571428571,Keimase,k_aI_m_a_s_@,2.428571428571429
14,1,s 3102,c 2310,0,1,personnage,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
15,1,s 2301,c 3120,0,2,maison,Keimase,Keimase,True,kaimasse,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
15,1,s 2301,c 3120,0,2,vehicule,Sonistik,Sonistik,True,somiste,z_o_m_i_s_t_@,z_o_n_i_s_t_i_k,2.428571428571429,Sonistik,z_o_n_i_s_t_i_k,2.428571428571429
15,1,s 2301,c 3120,0,2,personnage,Mielbete,Mielbete,True,beete,b_e_t_@,m_i_l_b_e_t_@,3.0,Ligete,l_i_g_e_t_@,2.7142857142857144
16,1,s 3201,c 2013,0,1,maison,Keimase,Keimase,True,Keimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
16,1,s 3201,c 2013,0,1,vehicule,Sonistik,Sonistik,True,Sirlanke,z_i_r_l_a_n_k_@,z_o_n_i_s_t_i_k,7.714285714285715,Melare,m_e_l_a_r_@,5.285714285714286
16,1,s 3201,c 2013,0,1,personnage,Mielbete,Mielbete,True,Mibete,m_i_b_e_t_@,m_i_l_b_e_t_@,1.0,Mielbete,m_i_l_b_e_t_@,1.0
17,1,s 2013,c 3201,0,2,maison,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
17,1,s 2013,c 3201,0,2,vehicule,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
17,1,s 2013,c 3201,0,2,personnage,Mielbete,Mielbete,True,,,m_i_l_b_e_t_@,10,,,10
2,1,s 3012,c 2130,1,3,personnage,Tereinat,Tereinat,True,Terehle,t_e_r_@_l_e,t_e_r_aI_n_a_t,4.0,Tereinat,t_e_r_aI_n_a_t,4.0
2,1,s 3012,c 2130,1,3,maison,Ligete,Ligete,True,Melache,m_e_l_a_x_@,l_i_g_e_t_@,5.2857142857142865,Melare,m_e_l_a_r_@,1.4285714285714286
2,1,s 3012,c 2130,1,3,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
3,1,s 0321,c 0312,1,2,personnage,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
3,1,s 0321,c 0312,1,2,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
3,1,s 0321,c 0312,1,2,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
1,1,s 1302,c 3012,1,3,personnage,Tereinat,Tereinat,True,Terainat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0,Tereinat,t_e_r_aI_n_a_t,0.0
1,1,s 1302,c 3012,1,3,maison,Ligete,Ligete,True,Ligete,l_i_g_e_t_@,l_i_g_e_t_@,0.0,Ligete,l_i_g_e_t_@,0.0
1,1,s 1302,c 3012,1,3,vehicule,Mattendich,Mattendich,True,Mattendich,m_a_t_@_n_d_i_C,m_a_t_@_n_d_i_C,0.0,Mattendich,m_a_t_@_n_d_i_C,0.0
4,1,s 0231,c 0132,1,2,personnage,Tereinat,Tereinat,True,terrainade,t_e_r_aI_n_a_d_@,t_e_r_aI_n_a_t,1.7142857142857144,Tereinat,t_e_r_aI_n_a_t,1.7142857142857144
4,1,s 0231,c 0132,1,2,maison,Ligete,Ligete,True,ligete,l_i_g_e_t_@,l_i_g_e_t_@,0.0,Ligete,l_i_g_e_t_@,0.0
4,1,s 0231,c 0132,1,2,vehicule,Mattendich,Mattendich,True,mattendich,m_a_t_@_n_d_i_C,m_a_t_@_n_d_i_C,0.0,Mattendich,m_a_t_@_n_d_i_C,0.0
5,1,s 2310,c 3102,1,0,personnage,Tereinat,Tereinat,True,terrainard,t_e_r_aI_n_a_r_d,t_e_r_aI_n_a_t,1.7142857142857144,Tereinat,t_e_r_aI_n_a_t,1.7142857142857144
5,1,s 2310,c 3102,1,0,maison,Ligete,Ligete,True,logette,l_o_g_e_t_@,l_i_g_e_t_@,1.4285714285714286,Ligete,l_i_g_e_t_@,1.4285714285714286
5,1,s 2310,c 3102,1,0,vehicule,Mattendich,Mattendich,True,matendich,m_a_t_@_n_d_i_C,m_a_t_@_n_d_i_C,0.0,Mattendich,m_a_t_@_n_d_i_C,0.0
6,1,s 3021,c 2103,1,3,personnage,Tereinat,Tereinat,True,tereinat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0,Tereinat,t_e_r_aI_n_a_t,0.0
6,1,s 3021,c 2103,1,3,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
6,1,s 3021,c 2103,1,3,vehicule,Mattendich,Mattendich,True,mattende,m_a_t_@_n_d_@,m_a_t_@_n_d_i_C,1.7142857142857144,Mattendich,m_a_t_@_n_d_i_C,1.7142857142857144
7,1,s 1320,c 1023,1,1,personnage,Tereinat,Tereinat,True,Teranate ,t_e_r_a_n_a_t_@,t_e_r_aI_n_a_t,1.0,Tereinat,t_e_r_aI_n_a_t,1.0
7,1,s 1320,c 1023,1,1,maison,Mattendich,Ligete,False,Legate ,l_e_g_a_t_@,l_i_g_e_t_@,1.8571428571428572,Ligete,l_i_g_e_t_@,1.8571428571428572
7,1,s 1320,c 1023,1,1,vehicule,Ligete,Mattendich,False,Nitarate,n_i_t_a_r_a_t_@,m_a_t_@_n_d_i_C,7.857142857142858,Melare,m_e_l_a_r_@,4.571428571428571
8,1,s 0132,c 0231,1,2,personnage,Tereinat,Tereinat,True,Tereinat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0,Tereinat,t_e_r_aI_n_a_t,0.0
8,1,s 0132,c 0231,1,2,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
8,1,s 0132,c 0231,1,2,vehicule,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
9,1,s 3210,c 2031,1,3,personnage,Tereinat,Tereinat,True,Terenate,t_e_r_a_n_a_t_@,t_e_r_aI_n_a_t,1.0,Tereinat,t_e_r_aI_n_a_t,1.0
9,1,s 3210,c 2031,1,3,maison,Ligete,Ligete,True,Legete,l_e_g_e_t_@,l_i_g_e_t_@,0.7142857142857143,Ligete,l_i_g_e_t_@,0.7142857142857143
9,1,s 3210,c 2031,1,3,vehicule,Mattendich,Mattendich,True,Matendich,m_a_t_@_n_d_iC,m_a_t_@_n_d_i_C,1.0,Mattendich,m_a_t_@_n_d_i_C,1.0
10,1,s 1203,c 1230,1,1,personnage,Tereinat,Tereinat,True,terrainat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0,Tereinat,t_e_r_aI_n_a_t,0.0
10,1,s 1203,c 1230,1,1,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
10,1,s 1203,c 1230,1,1,vehicule,Mattendich,Mattendich,True,matendrich,m_a_t_@_n_d_r_i_C,m_a_t_@_n_d_i_C,1.0,Mattendich,m_a_t_@_n_d_i_C,1.0
11,1,s 3120,c 2301,1,3,personnage,Tereinat,Tereinat,True,Tyreinarch,t_y_r_aI_n_a_r_C,t_e_r_aI_n_a_t,3.5714285714285716,Tereinat,t_e_r_aI_n_a_t,3.5714285714285716
11,1,s 3120,c 2301,1,3,maison,Ligete,Ligete,True,L,l,l_i_g_e_t_@,5.0,Ligete,l_i_g_e_t_@,5.0
11,1,s 3120,c 2301,1,3,vehicule,Mattendich,Mattendich,True,Martendik,m_a_r_t_@_n_d_i_k,m_a_t_@_n_d_i_C,2.428571428571429,Mattendich,m_a_t_@_n_d_i_C,2.428571428571429
12,1,s 2130,c 1032,1,0,personnage,Tereinat,Tereinat,True,tyrainat,t_y_r_aI_n_a_t,t_e_r_aI_n_a_t,1.142857142857143,Tereinat,t_e_r_aI_n_a_t,1.142857142857143
12,1,s 2130,c 1032,1,0,maison,Ligete,Ligete,True,Legete,l_e_g_e_t_@,l_i_g_e_t_@,0.7142857142857143,Ligete,l_i_g_e_t_@,0.7142857142857143
12,1,s 2130,c 1032,1,0,vehicule,Mattendich,Mattendich,True,Matende,m_a_t_@_n_d_@,m_a_t_@_n_d_i_C,1.7142857142857144,Mattendich,m_a_t_@_n_d_i_C,1.7142857142857144
13,1,s 1023,c 1320,1,1,personnage,Tereinat,Tereinat,True,Ter..,z_o_l_d_i_k_t_@,t_e_r_aI_n_a_t,8.571428571428573,Soltete,z_o_l_t_e_t_@,2.428571428571429
13,1,s 1023,c 1320,1,1,maison,Mattendich,Ligete,False,,,l_i_g_e_t_@,10,,,10
13,1,s 1023,c 1320,1,1,vehicule,Ligete,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
14,1,s 3102,c 2310,1,3,personnage,Tereinat,Tereinat,True,Terana,t_e_r_a_n_a,t_e_r_aI_n_a_t,1.0,Tereinat,t_e_r_aI_n_a_t,1.0
14,1,s 3102,c 2310,1,3,maison,Ligete,Ligete,True,Is,l_s,l_i_g_e_t_@,4.714285714285714,Ligete,l_i_g_e_t_@,4.714285714285714
14,1,s 3102,c 2310,1,3,vehicule,Mattendich,Mattendich,True,Matendig,m_a_t_@_n_d_i_C,m_a_t_@_n_d_i_C,0.0,Mattendich,m_a_t_@_n_d_i_C,0.0
15,1,s 2301,c 3120,1,0,personnage,Tereinat,Tereinat,True,tierenat,t_i_r_e_n_a_t,t_e_r_aI_n_a_t,1.8571428571428572,Tereinat,t_e_r_aI_n_a_t,1.8571428571428572
15,1,s 2301,c 3120,1,0,maison,Mattendich,Ligete,False,,,l_i_g_e_t_@,10,,,10
15,1,s 2301,c 3120,1,0,vehicule,Ligete,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
16,1,s 3201,c 2013,1,3,personnage,Tereinat,Tereinat,True,Trenarte,t_r_e_n_a_r_t_@,t_e_r_aI_n_a_t,4.142857142857143,Tereinat,t_e_r_aI_n_a_t,4.142857142857143
16,1,s 3201,c 2013,1,3,maison,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
16,1,s 3201,c 2013,1,3,vehicule,Mattendich,Mattendich,True,Matrechke,m_a_t_r_e_C_k_@,m_a_t_@_n_d_i_C,5.2857142857142865,Madikten,m_a_d_i_k_t_@,4.428571428571429
17,1,s 2013,c 3201,1,0,personnage,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
17,1,s 2013,c 3201,1,0,maison,Mattendich,Ligete,False,Vegeta,v_e_g_e_t_a,l_i_g_e_t_@,3.0,Ligete,l_i_g_e_t_@,3.0
17,1,s 2013,c 3201,1,0,vehicule,Zulergen,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
1,1,s 1302,c 3012,2,2,personnage,Soltete,Soltete,True,Soldikte,s_o_l_d_i_k_t_@,z_o_l_t_e_t_@,3.142857142857143,Soltete,z_o_l_t_e_t_@,3.142857142857143
1,1,s 1302,c 3012,2,2,vehicule,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
1,1,s 1302,c 3012,2,2,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
2,1,s 3012,c 2130,2,0,personnage,Soltete,Soltete,True,Soldete,z_o_l_d_e_t_@,z_o_l_t_e_t_@,0.7142857142857143,Soltete,z_o_l_t_e_t_@,0.7142857142857143
2,1,s 3012,c 2130,2,0,vehicule,Wecktellin,Wecktellin,True,Vektelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0,Wecktellin,v_@_k_t_e_l_i_n,0.0
2,1,s 3012,c 2130,2,0,maison,Madikten,Madikten,True,Maldeke,m_a_l_d_e_k_@,m_a_d_i_k_t_@,2.7142857142857144,Mielbete,m_i_l_b_e_t_@,2.5714285714285716
3,1,s 0321,c 0312,2,1,personnage,Soltete,Soltete,True,soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
3,1,s 0321,c 0312,2,1,vehicule,Wecktellin,Wecktellin,True,bakteli,b_a_k_t_e_l_i,v_@_k_t_e_l_i_n,2.857142857142857,Wecktellin,v_@_k_t_e_l_i_n,2.857142857142857
3,1,s 0321,c 0312,2,1,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
4,1,s 0231,c 0132,2,1,personnage,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
4,1,s 0231,c 0132,2,1,vehicule,Wecktellin,Wecktellin,True,Verbelin,v_@_r_b_e_l_i_n,v_@_k_t_e_l_i_n,2.5714285714285716,Wecktellin,v_@_k_t_e_l_i_n,2.5714285714285716
4,1,s 0231,c 0132,2,1,maison,Madikten,Madikten,True,Maldikte,m_a_l_d_i_k_t_@,m_a_d_i_k_t_@,1.0,Madikten,m_a_d_i_k_t_@,1.0
5,1,s 2310,c 3102,2,3,personnage,Soltete,Soltete,True,soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
5,1,s 2310,c 3102,2,3,vehicule,Wecktellin,Wecktellin,True,vektelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0,Wecktellin,v_@_k_t_e_l_i_n,0.0
5,1,s 2310,c 3102,2,3,maison,Madikten,Madikten,True,madikte,m_a_d_i_k_t_@,m_a_d_i_k_t_@,0.0,Madikten,m_a_d_i_k_t_@,0.0
6,1,s 3021,c 2103,2,0,personnage,Soltete,Soltete,True,soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
6,1,s 3021,c 2103,2,0,vehicule,Wecktellin,Wecktellin,True,vektalin,v_@_k_t_a_l_i_n,v_@_k_t_e_l_i_n,1.142857142857143,Wecktellin,v_@_k_t_e_l_i_n,1.142857142857143
6,1,s 3021,c 2103,2,0,maison,Madikten,Madikten,True,mardikte,m_a_r_d_i_k_t_@,m_a_d_i_k_t_@,1.0,Madikten,m_a_d_i_k_t_@,1.0
7,1,s 1320,c 1023,2,2,personnage,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
7,1,s 1320,c 1023,2,2,vehicule,Mattendich,Wecktellin,False,Magnete,m_a_g_n_e_t_@,v_@_k_t_e_l_i_n,6.571428571428572,Ligete,l_i_g_e_t_@,3.285714285714286
7,1,s 1320,c 1023,2,2,maison,Zulergen,Madikten,False,Redikte,r_e_d_i_k_t_@,m_a_d_i_k_t_@,2.5714285714285716,Madikten,m_a_d_i_k_t_@,2.5714285714285716
8,1,s 0132,c 0231,2,1,personnage,Soltete,Soltete,True,Soldete,z_o_l_d_e_t_@,z_o_l_t_e_t_@,0.7142857142857143,Soltete,z_o_l_t_e_t_@,0.7142857142857143
8,1,s 0132,c 0231,2,1,vehicule,Wecktellin,Wecktellin,True,Vekteline,v_@_k_t_e_l_i_n_@,v_@_k_t_e_l_i_n,1.0,Wecktellin,v_@_k_t_e_l_i_n,1.0
8,1,s 0132,c 0231,2,1,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
9,1,s 3210,c 2031,2,0,personnage,Soltete,Soltete,True,Solltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
9,1,s 3210,c 2031,2,0,vehicule,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
9,1,s 3210,c 2031,2,0,maison,Madikten,Madikten,True,Madigte,m_a_d_i_g_t_@,m_a_d_i_k_t_@,0.7142857142857143,Madikten,m_a_d_i_k_t_@,0.7142857142857143
10,1,s 1203,c 1230,2,2,personnage,Soltete,Soltete,True,soldete,z_o_l_d_e_t_@,z_o_l_t_e_t_@,0.7142857142857143,Soltete,z_o_l_t_e_t_@,0.7142857142857143
10,1,s 1203,c 1230,2,2,vehicule,Wecktellin,Wecktellin,True,vectelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0,Wecktellin,v_@_k_t_e_l_i_n,0.0
10,1,s 1203,c 1230,2,2,maison,Madikten,Madikten,True,madigte,m_a_d_i_g_t_@,m_a_d_i_k_t_@,0.7142857142857143,Madikten,m_a_d_i_k_t_@,0.7142857142857143
11,1,s 3120,c 2301,2,0,personnage,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
11,1,s 3120,c 2301,2,0,vehicule,Wecktellin,Wecktellin,True,Vektra,v_@_k_t_r_a,v_@_k_t_e_l_i_n,4.571428571428572,Wecktellin,v_@_k_t_e_l_i_n,4.571428571428572
11,1,s 3120,c 2301,2,0,maison,Madikten,Madikten,True,M,m,m_a_d_i_k_t_@,6.0,Keimase,k_aI_m_a_s_@,5.0
12,1,s 2130,c 1032,2,1,personnage,Soltete,Soltete,True,solfete,z_o_l_f_e_t_@,z_o_l_t_e_t_@,1.142857142857143,Soltete,z_o_l_t_e_t_@,1.142857142857143
12,1,s 2130,c 1032,2,1,vehicule,Zulergen,Wecktellin,False,Velocit,v_e_l_o_c_i_t,v_@_k_t_e_l_i_n,5.8571428571428585,Melare,m_e_l_a_r_@,5.285714285714286
12,1,s 2130,c 1032,2,1,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
13,1,s 1023,c 1320,2,2,personnage,Keimase,Soltete,False,M..,m,z_o_l_t_e_t_@,7.142857142857143,Keimase,k_aI_m_a_s_@,5.0
13,1,s 1023,c 1320,2,2,vehicule,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
13,1,s 1023,c 1320,2,2,maison,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10,,,10
14,1,s 3102,c 2310,2,0,personnage,Soltete,Soltete,True,Soldete,s_o_l_d_e_t_@,z_o_l_t_e_t_@,1.4285714285714286,Soltete,z_o_l_t_e_t_@,1.4285714285714286
14,1,s 3102,c 2310,2,0,vehicule,Wecktellin,Wecktellin,True,Weckte,v_@_k_t_@,v_@_k_t_e_l_i_n,3.0,Wecktellin,v_@_k_t_e_l_i_n,3.0
14,1,s 3102,c 2310,2,0,maison,Madikten,Madikten,True,Madickte,m_a_d_i_k_t_@,m_a_d_i_k_t_@,0.0,Madikten,m_a_d_i_k_t_@,0.0
2,1,s 3012,c 2130,3,2,maison,Zulergen,Zulergen,True,Melare,m_e_l_a_r_@,ts_u_l_@_r_g_@,5.0,Melare,m_e_l_a_r_@,0.0
2,1,s 3012,c 2130,3,2,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
2,1,s 3012,c 2130,3,2,vehicule,Melare,Melare,True,Tsulerme,ts_u_l_@_r_m_@,m_e_l_a_r_@,5.0,Zulergen,ts_u_l_@_r_g_@,1.142857142857143
3,1,s 0321,c 0312,3,3,maison,Melare,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
3,1,s 0321,c 0312,3,3,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
3,1,s 0321,c 0312,3,3,vehicule,Zulergen,Melare,False,,,m_e_l_a_r_@,10,,,10
1,1,s 1302,c 3012,3,0,maison,Zulergen,Zulergen,True,Melare,m_e_l_a_r_@,ts_u_l_@_r_g_@,5.0,Melare,m_e_l_a_r_@,0.0
1,1,s 1302,c 3012,3,0,personnage,Lasgelich,Lasgelich,True,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0,Lasgelich,l_a_s_g_e_l_i_C,0.0
1,1,s 1302,c 3012,3,0,vehicule,Melare,Melare,True,Zulerge,ts_u_l_@_r_g_@,m_e_l_a_r_@,5.0,Zulergen,ts_u_l_@_r_g_@,0.0
4,1,s 0231,c 0132,3,3,maison,Zulergen,Zulergen,True,Malache,m_a_l_a_x_@,ts_u_l_@_r_g_@,6.142857142857143,Melare,m_e_l_a_r_@,2.5714285714285716
4,1,s 0231,c 0132,3,3,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
4,1,s 0231,c 0132,3,3,vehicule,Melare,Melare,True,Zumache,ts_u_m_a_x_@,m_e_l_a_r_@,5.428571428571429,Keimase,k_aI_m_a_s_@,2.857142857142857
5,1,s 2310,c 3102,3,1,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
5,1,s 2310,c 3102,3,1,personnage,Lasgelich,Lasgelich,True,vektelin,v_@_k_t_e_l_i_n,l_a_s_g_e_l_i_C,6.000000000000001,Wecktellin,v_@_k_t_e_l_i_n,0.0
5,1,s 2310,c 3102,3,1,vehicule,Melare,Melare,True,zulaerge,ts_u_l_@_r_g_@,m_e_l_a_r_@,5.0,Zulergen,ts_u_l_@_r_g_@,0.0
6,1,s 3021,c 2103,3,2,maison,Zulergen,Zulergen,True,Melarge,m_e_l_a_r_g_@,ts_u_l_@_r_g_@,4.0,Melare,m_e_l_a_r_@,1.0
6,1,s 3021,c 2103,3,2,personnage,Lasgelich,Lasgelich,True,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0,Lasgelich,l_a_s_g_e_l_i_C,0.0
6,1,s 3021,c 2103,3,2,vehicule,Melare,Melare,True,Zulerge,ts_u_l_@_r_g_@,m_e_l_a_r_@,5.0,Zulergen,ts_u_l_@_r_g_@,0.0
7,1,s 1320,c 1023,3,0,maison,Zulergen,Zulergen,True,Maltese,m_a_l_t_e_z_@,ts_u_l_@_r_g_@,6.000000000000001,Mielbete,m_i_l_b_e_t_@,3.428571428571429
7,1,s 1320,c 1023,3,0,personnage,Tereinat,Lasgelich,False,Zerlage,ts_@_r_l_a_g_@,l_a_s_g_e_l_i_C,7.0,Tereinat,t_e_r_aI_n_a_t,3.8571428571428577
7,1,s 1320,c 1023,3,0,vehicule,Lasgelich,Melare,False,Malgeve,m_a_l_g_e_v_@,m_e_l_a_r_@,4.714285714285715,Mielbete,m_i_l_b_e_t_@,3.2857142857142856
8,1,s 0132,c 0231,3,3,maison,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
8,1,s 0132,c 0231,3,3,personnage,Lasgelich,Lasgelich,True,Gelaskla,g_e_l_a_s_k_l_a,l_a_s_g_e_l_i_C,5.857142857142858,Melare,m_e_l_a_r_@,5.714285714285714
8,1,s 0132,c 0231,3,3,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
9,1,s 3210,c 2031,3,2,maison,Zulergen,Zulergen,True,Merala,m_e_r_a_l_a,ts_u_l_@_r_g_@,6.42857142857143,Tereinat,t_e_r_aI_n_a_t,3.142857142857143
9,1,s 3210,c 2031,3,2,personnage,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
9,1,s 3210,c 2031,3,2,vehicule,Melare,Melare,True,Zulerge,ts_u_l_@_r_g_@,m_e_l_a_r_@,5.0,Zulergen,ts_u_l_@_r_g_@,0.0
10,1,s 1203,c 1230,3,0,maison,Zulergen,Zulergen,True,sonite,z_o_n_i_t_@,ts_u_l_@_r_g_@,5.42857142857143,Soltete,z_o_l_t_e_t_@,2.428571428571429
10,1,s 1203,c 1230,3,0,personnage,Lasgelich,Lasgelich,True,laskelich,l_a_s_k_e_l_i_C,l_a_s_g_e_l_i_C,0.7142857142857143,Lasgelich,l_a_s_g_e_l_i_C,0.7142857142857143
10,1,s 1203,c 1230,3,0,vehicule,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
